Date,Close,Volume
2009-07-01,15.26511287689209,14436000
2009-07-02,15.305620193481445,18844000
2009-07-06,15.354400634765625,14977000
2009-07-07,14.81960391998291,23854000
2009-07-08,14.805788040161133,24466000
2009-07-09,14.999267578125,14411000
2009-07-10,14.792889595031738,13306000
2009-07-13,15.24986743927002,15275000
2009-07-14,15.287644386291504,7923000
2009-07-15,15.880985260009766,21320000
2009-07-16,16.424560546875,28441000
2009-07-17,16.5692195892334,17015000
2009-07-20,16.71478843688965,30597000
2009-07-21,16.670562744140625,14494000
2009-07-22,16.720312118530273,12907000
2009-07-23,17.124774932861328,15084000
2009-07-24,17.087932586669922,20194000
2009-07-27,17.42512321472168,25343000
2009-07-28,17.223360061645508,15162000
2009-07-29,17.3716983795166,18070000
2009-07-30,17.88395118713379,68013000
2009-07-31,17.876583099365234,30839000
2009-08-03,18.487428665161133,17599000
2009-08-04,18.71222496032715,15904000
2009-08-05,18.7011775970459,12489000
2009-08-06,18.562978744506836,16211000
2009-08-07,18.826478958129883,11739000
2009-08-10,18.642208099365234,7848000
2009-08-11,18.674453735351562,13147000
2009-08-12,18.824634552001953,11993000
2009-08-13,18.792377471923828,14863000
2009-08-14,18.66709327697754,11572000
2009-08-17,18.052553176879883,12904000
2009-08-18,18.258020401000977,6730000
2009-08-19,18.17786407470703,9424000
2009-08-20,18.704862594604492,10720000
2009-08-21,19.094581604003906,15445000
2009-08-24,18.81633758544922,11758000
2009-08-25,19.24936866760254,14856000
2009-08-26,19.04299545288086,12916000
2009-08-27,19.034690856933594,8973000
2009-08-28,18.755529403686523,10355000
2009-08-31,18.668928146362305,14093000
2009-09-01,18.488346099853516,16628000
2009-09-02,18.468082427978516,8922000
2009-09-03,18.739871978759766,15115000
2009-09-04,18.984020233154297,8491000
2009-09-08,19.113014221191406,9941000
2009-09-09,19.376506805419922,18796000
2009-09-10,19.495359420776367,9053000
2009-09-11,19.238313674926758,11868000
2009-09-14,19.162763595581055,13928000
2009-09-15,19.719247817993164,22633000
2009-09-16,20.24716567993164,19989000
2009-09-17,20.287700653076172,13215000
2009-09-18,20.59819984436035,53832000
2009-09-21,20.510663986206055,13176000
2009-09-22,20.691251754760742,11804000
2009-09-23,20.213071823120117,14097000
2009-09-24,19.803085327148438,15567000
2009-09-25,18.859636306762695,41696000
2009-09-28,19.176572799682617,19454000
2009-09-29,19.04759407043457,22336000
2009-09-30,18.62470245361328,24555000
2009-10-01,18.37226104736328,18071000
2009-10-02,18.398052215576172,18824000
2009-10-05,18.475452423095703,20026000
2009-10-06,18.495716094970703,18787000
2009-10-07,19.44539451599121,32571000
2009-10-08,19.450929641723633,23425000
2009-10-09,19.769948959350586,13852000
2009-10-12,19.91562843322754,13797000
2009-10-13,20.04102325439453,11629000
2009-10-14,20.236495971679688,18604000
2009-10-15,20.77863883972168,24368000
2009-10-16,20.641250610351562,13005000
2009-10-19,20.800765991210938,9325000
2009-10-20,20.745445251464844,8454000
2009-10-21,20.807218551635742,14613000
2009-10-22,21.140071868896484,11034000
2009-10-23,21.20276641845703,15651000
2009-10-26,20.35358238220215,18327000
2009-10-27,20.33515167236328,19653000
2009-10-28,20.33053207397461,30073000
2009-10-29,21.01468276977539,17535000
2009-10-30,20.194080352783203,25534000
2009-11-02,20.528778076171875,22586000
2009-11-03,20.21068000793457,57844000
2009-11-04,20.743606567382812,34795000
2009-11-05,21.22950553894043,18812000
2009-11-06,21.842649459838867,24834000
2009-11-09,22.330400466918945,27818000
2009-11-10,22.005842208862305,19921000
2009-11-11,21.934850692749023,17284000
2009-11-12,21.841733932495117,13814000
2009-11-13,21.641647338867188,14936000
2009-11-16,21.28022003173828,26591000
2009-11-17,21.298654556274414,18894000
2009-11-18,20.955665588378906,20717000
2009-11-19,21.214750289916992,43957000
2009-11-20,21.31340980529785,18119000
2009-11-23,21.777179718017578,13152000
2009-11-24,21.911808013916016,10483000
2009-11-25,22.11372184753418,11677000
2009-11-27,21.721864700317383,6481000
2009-11-30,22.2077693939209,13921000
2009-12-01,22.404159545898438,13805000
2009-12-02,22.351606369018555,13979000
2009-12-03,21.774423599243164,12077000
2009-12-04,22.2511043548584,14319000
2009-12-07,22.030744552612305,7632000
