Date,Close,Volume
2024-12-02,429.3293762207031,20207200
2024-12-03,429.5485534667969,18302000
2024-12-04,435.7447204589844,26009400
2024-12-05,440.9248046875,21697800
2024-12-06,441.87115478515625,18821000
2024-12-09,444.311767578125,19144400
2024-12-10,441.6320495605469,18469500
2024-12-11,447.2704162597656,19200200
2024-12-12,447.83819580078125,20834800
2024-12-13,445.5569763183594,20177800
2024-12-16,449.86041259765625,23598800
2024-12-17,452.7194519042969,22733500
2024-12-18,435.71484375,24444500
2024-12-19,435.356201171875,22963700
2024-12-20,434.9278869628906,64263700
2024-12-23,433.5830383300781,19152500
2024-12-24,437.64739990234375,7164500
2024-12-26,436.43206787109375,8194200
2024-12-27,428.881103515625,18117700
