Date,Close,Volume
2009-07-01,111.86599731445312,7505000
2009-07-02,108.95771026611328,7685000
2009-07-06,111.2129898071289,11756800
2009-07-07,108.23637390136719,9503000
2009-07-08,105.20660400390625,19399300
2009-07-09,108.74510955810547,15026500
2009-07-10,107.72757720947266,12685200
2009-07-13,113.47579956054688,23817800
2009-07-14,113.64288330078125,28813100
2009-07-15,117.89514923095703,21135600
2009-07-16,119.09489440917969,12643600
2009-07-17,119.09489440917969,9617200
2009-07-20,121.51724243164062,12433800
2009-07-21,121.34258270263672,10886500
2009-07-22,121.84374237060547,9499400
2009-07-23,125.6327896118164,12291900
2009-07-24,125.07855224609375,7294400
2009-07-27,124.43305969238281,7613000
2009-07-28,121.90447235107422,10244800
2009-07-29,121.0691909790039,9111300
2009-07-30,123.33203125,9415400
2009-07-31,124.00025939941406,7721200
2009-08-03,124.60771942138672,8361800
2009-08-04,125.4202651977539,8808900
2009-08-05,128.05511474609375,9593900
2009-08-06,126.6199951171875,8201800
2009-08-07,124.26600646972656,10771800
2009-08-10,121.7677993774414,8909700
2009-08-11,120.9021987915039,9785100
2009-08-12,124.34954833984375,9842700
2009-08-13,124.89630126953125,8922600
2009-08-14,123.56742858886719,6756800
2009-08-17,119.40629577636719,10146100
2009-08-18,121.8588638305664,8090000
2009-08-19,121.4412612915039,8838900
2009-08-20,123.26373291015625,7619200
2009-08-21,124.4279556274414,10417200
2009-08-24,123.72026824951172,9148800
2009-08-25,125.51625061035156,9118900
2009-08-26,126.28475952148438,8325600
2009-08-27,125.57709503173828,7890600
2009-08-28,125.12049865722656,7029800
2009-08-31,125.91189575195312,9106500
2009-09-01,121.88634490966797,12446800
2009-09-02,120.64596557617188,10751500
2009-09-03,123.02017211914062,8837800
2009-09-04,124.01704406738281,6220100
2009-09-08,127.25123596191406,10066300
2009-09-09,129.57225036621094,10196500
2009-09-10,133.07273864746094,13488900
2009-09-11,132.943359375,11094800
2009-09-14,135.23397827148438,8028100
2009-09-15,134.4348907470703,8398900
2009-09-16,136.8776397705078,8706100
2009-09-17,138.08761596679688,9674300
2009-09-18,139.39646911621094,8395300
2009-09-21,138.79537963867188,6368600
2009-09-22,141.17713928222656,7470700
2009-09-23,139.74655151367188,10069600
2009-09-24,139.30514526367188,10982400
2009-09-25,136.59613037109375,12296200
2009-09-28,138.87899780273438,7892200
2009-09-29,139.70082092285156,7539300
2009-09-30,140.28684997558594,10517900
2009-10-01,136.20802307128906,11044500
2009-10-02,136.6798095703125,9232400
2009-10-05,141.90013122558594,9471200
2009-10-06,142.2881622314453,13918900
2009-10-07,144.9517059326172,10579400
2009-10-08,143.19383239746094,11978100
2009-10-09,144.05368041992188,6526300
2009-10-12,144.70053100585938,6189400
2009-10-13,142.47840881347656,11959300
2009-10-14,146.32142639160156,15806700
2009-10-15,143.54383850097656,17834200
2009-10-16,140.30209350585938,12750800
2009-10-19,141.16192626953125,7482000
2009-10-20,140.75099182128906,7387400
2009-10-21,136.4134521484375,11759300
2009-10-22,139.78465270996094,10666200
2009-10-23,137.25059509277344,9221900
2009-10-26,136.4971466064453,9427400
2009-10-27,135.91879272460938,10505700
2009-10-28,131.01048278808594,13586400
2009-10-29,135.89596557617188,9342900
2009-10-30,129.49610900878906,13323700
2009-11-02,129.88418579101562,15802400
2009-11-03,130.5919647216797,11150300
2009-11-04,128.9862823486328,11143300
