Date,Close,Volume
2009-07-01,15.024110794067383,24212400
2009-07-02,14.932465553283691,22199200
2009-07-06,14.969125747680664,16671800
2009-07-07,14.859146118164062,17109000
2009-07-08,14.819438934326172,21321000
2009-07-09,14.880520820617676,17427000
2009-07-10,14.758334159851074,15619200
2009-07-13,14.98439884185791,20608400
2009-07-14,15.057719230651855,15369200
2009-07-15,15.436516761779785,20127200
2009-07-16,15.51595401763916,15817800
2009-07-17,15.372373580932617,19808400
2009-07-20,15.58926773071289,19104800
2009-07-21,15.381539344787598,28738600
2009-07-22,15.008832931518555,28358800
2009-07-23,15.024110794067383,26749000
2009-07-24,15.079099655151367,16574000
2009-07-27,15.127981185913086,16257600
2009-07-28,15.08826732635498,16079600
2009-07-29,15.05466365814209,18125000
2009-07-30,15.17380142211914,19436600
2009-07-31,15.225738525390625,16822200
2009-08-03,15.152424812316895,18436000
2009-08-04,15.121870994567871,17580200
2009-08-05,15.021059036254883,15010000
2009-08-06,15.08826732635498,13811600
2009-08-07,15.072997093200684,13305400
2009-08-10,15.103538513183594,13499200
2009-08-11,14.981344223022461,12509000
2009-08-12,14.804152488708496,24894800
2009-08-13,14.700291633605957,26560600
2009-08-14,14.807211875915527,14806400
2009-08-17,14.877474784851074,16211600
2009-08-18,14.84998607635498,15516200
2009-08-19,15.079099655151367,17039600
2009-08-20,15.097428321838379,11873200
2009-08-21,15.247122764587402,17650000
2009-08-24,14.987452507019043,21742400
2009-08-25,14.889700889587402,21427800
2009-08-26,15.024110794067383,13591400
2009-08-27,15.103538513183594,13884800
2009-08-28,14.987452507019043,13716200
2009-08-31,14.898863792419434,21321600
2009-09-01,14.825544357299805,24552800
2009-09-02,15.213518142700195,40824000
2009-09-03,15.146308898925781,22579800
2009-09-04,15.259332656860352,15117600
2009-09-08,15.399873733520508,31283600
2009-09-09,15.467082023620605,15813000
2009-09-10,15.45180892944336,21545000
2009-09-11,15.864501953125,34130200
2009-09-14,16.064697265625,33162200
2009-09-15,16.15401840209961,27725400
2009-09-16,16.221769332885742,26104600
2009-09-17,16.4527587890625,27358600
2009-09-18,16.557477951049805,124169000
2009-09-21,16.323406219482422,24711600
2009-09-22,16.27720832824707,19425600
2009-09-23,16.194053649902344,20835200
2009-09-24,16.120134353637695,24283000
2009-09-25,16.314170837402344,21737000
2009-09-28,16.363452911376953,15193400
2009-09-29,16.41888427734375,17321200
2009-09-30,16.539005279541016,28275800
2009-10-01,16.360368728637695,28071000
2009-10-02,16.591358184814453,25169000
2009-10-05,16.569793701171875,15554600
2009-10-06,16.72995376586914,19109800
2009-10-07,16.880870819091797,20761400
2009-10-08,16.813108444213867,18030400
2009-10-09,16.831592559814453,11828400
2009-10-12,16.874706268310547,16013800
2009-10-13,16.877784729003906,11937400
2009-10-14,16.89011573791504,16081000
2009-10-15,16.914751052856445,24241800
2009-10-16,16.942468643188477,22090800
2009-10-19,16.874706268310547,20656000
2009-10-20,16.652956008911133,26859600
2009-10-21,16.652956008911133,16511200
2009-10-22,16.677602767944336,16361000
2009-10-23,16.397323608398438,21709400
2009-10-26,16.39424705505371,21567600
2009-10-27,16.465084075927734,14735200
2009-10-28,16.480487823486328,16017200
2009-10-29,16.659120559692383,14807000
2009-10-30,16.41888427734375,21812200
2009-11-02,16.545167922973633,18603600
2009-11-03,16.360368728637695,16314800
2009-11-04,16.474327087402344,14114400
2009-11-05,16.754594802856445,16305800
2009-11-06,16.78230857849121,10680400
2009-11-09,17.087221145629883,19230400
2009-11-10,17.188859939575195,16139400
2009-11-11,17.287418365478516,14304600
2009-11-12,17.228899002075195,15196000
2009-11-13,17.389053344726562,23351000
2009-11-16,17.475284576416016,16239400
2009-11-17,17.515331268310547,11344000
2009-11-18,17.426010131835938,15253200
2009-11-19,17.518407821655273,18154400
2009-11-20,17.703203201293945,20697600
2009-11-23,17.937271118164062,18542400
2009-11-24,17.921873092651367,15581400
2009-11-25,17.897232055664062,13380600
2009-11-27,17.735939025878906,15675400
2009-11-30,17.742145538330078,18884800
2009-12-01,18.015100479125977,15359800
2009-12-02,17.977874755859375,13599400
2009-12-03,17.763858795166016,20241800
2009-12-04,17.832094192504883,24927200
2009-12-07,17.94996452331543,16705400
2009-12-08,17.89103126525879,18290800
2009-12-09,17.937559127807617,19494600
2009-12-10,18.170196533203125,30755400
2009-12-11,18.3345890045166,30435600
2009-12-14,18.3128719329834,16670200
2009-12-15,18.319074630737305,15299800
2009-12-16,18.12055778503418,19605000
2009-12-17,17.673904418945312,25472000
