Date,Index_Value
2016-08-25,128.325855
2016-08-26,128.19829
2016-08-29,128.756296
2016-08-30,128.461626
2016-08-31,128.254715
2016-09-01,128.21576
2016-09-02,128.727989
2016-09-06,129.030021
2016-09-07,129.062394
2016-09-08,128.648001
2016-09-09,125.705273
2016-09-12,127.471809
2016-09-13,125.628673
2016-09-14,125.768792
2016-09-15,127.071854
2016-09-16,126.594628
2016-09-19,126.41562
2016-09-20,126.538694
2016-09-21,128.00222
2016-09-22,128.707825
2016-09-23,128.011818
2016-09-26,126.779967
2016-09-27,127.882982
2016-09-28,128.62526
2016-09-29,127.641763
2016-09-30,128.69172
2016-09-30,129.93837
2016-10-03,129.569165
2016-10-04,129.098528
2016-10-05,129.331191
2016-10-06,129.42996
2016-10-07,129.191998
2016-10-10,130.020982
2016-10-11,128.507566
2016-10-12,128.749677
2016-10-13,128.33588
2016-10-14,128.552412
2016-10-17,128.292039
2016-10-18,129.148752
2016-10-19,129.224996
2016-10-20,129.09519
2016-10-21,128.78248
2016-10-24,129.58114
2016-10-25,129.185737
2016-10-26,128.742835
2016-10-27,128.17153
2016-10-28,127.772525
2016-10-31,127.654027
2016-11-01,126.733263
2016-11-02,125.93
2016-11-03,125.453732
2016-11-04,125.149858
2016-11-07,127.90032
2016-11-08,128.656472
2016-11-09,129.721617
2016-11-10,129.85947
2016-11-11,130.277099
2016-11-14,129.871358
2016-11-15,130.880698
2016-11-16,131.25749
2016-11-17,132.099445
2016-11-18,131.836176
2016-11-21,132.629225
2016-11-22,132.918906
2016-11-23,133.237833
2016-11-25,133.859986
2016-11-28,133.253435
2016-11-29,133.825132
2016-11-30,133.066068
2016-12-01,132.375228
2016-12-02,132.360554
2016-12-05,133.186094
2016-12-06,133.550088
2016-12-07,135.299858
2016-12-08,135.597982
2016-12-09,136.378678
2016-12-12,136.929198
2016-12-13,138.172467
2016-12-14,137.378418
2016-12-15,138.09391
2016-12-16,137.899438
2016-12-19,138.19247
2016-12-20,138.721173
