,0
2012-05-18,100.0
2012-06-29,1.01295832237841
2012-07-02,1.0076854625754155
2012-07-03,1.0028170833531223
2012-07-05,1.0084944482513887
2012-07-06,1.0070660808236491
2012-07-09,1.0106833236915782
2012-07-10,1.003874133510172
2012-07-11,0.9970969400562676
2012-07-12,0.9874990862453233
2012-07-13,0.9966354763265481
2012-07-16,0.9754934449846073
2012-07-17,0.9768234140197355
2012-07-18,0.9832098640906359
2012-07-19,0.9800137166642837
2012-07-20,0.9755365425390998
2012-07-23,0.9743993885907035
2012-07-24,0.9724161565841251
2012-07-25,0.9685501939983745
2012-07-26,0.965233493363997
2012-07-27,0.9572165202974299
2012-07-30,0.954303537097506
2012-07-31,0.9340190478421901
2012-08-01,0.9240654070013264
2012-08-02,0.9117680668059598
2012-08-03,0.9328349450776676
2012-08-06,0.9392561016137132
2012-08-07,0.9327764978244074
2012-08-08,0.934492266359495
2012-08-09,0.936908519694239
2012-08-10,0.942500810604431
2012-08-13,0.9416238732440552
2012-08-14,0.941219585484768
2012-08-15,0.9525442351841301
2012-08-16,0.9503500997578507
2012-08-17,0.9459668485451223
2012-08-20,0.9579959655656689
2012-08-21,0.9468717343439937
2012-08-22,0.9526475350694389
2012-08-23,0.947572229141841
2012-08-24,0.9516908325886693
2012-08-27,0.9482349358565397
2012-08-28,0.948972392929315
2012-08-29,0.946838508254908
2012-08-30,0.9420177326037684
2012-08-31,0.9336107962218428
2012-09-04,0.931582911809095
2012-09-05,0.9390129426751567
2012-09-06,0.9567467074338948
2012-09-07,0.9576800548858593
2012-09-10,0.9478817988402253
2012-09-11,0.9513964263148424
2012-09-12,0.9691986522330758
2012-09-13,0.9848398436746826
2012-09-14,1.0040496488074004
2012-09-17,0.9991383034253878
2012-09-18,1.0058831972163855
2012-09-19,1.0215378938922144
2012-09-20,1.0141888765542775
2012-09-21,1.0176126637943055
2012-09-24,0.9986523181549698
2012-09-25,0.9899821893121246
2012-09-26,0.9887785202636322
2012-09-27,0.9964106073246956
2012-09-28,1.0042616711710923
2012-09-28,1.0080374091994968
2012-10-01,1.0172644162013995
2012-10-02,1.01936021326926
2012-10-03,1.02400597673756
2012-10-04,1.0298375914355096
2012-10-05,1.0225581457591937
2012-10-08,1.0103602958477589
2012-10-09,1.0027683674651415
2012-10-10,0.9893855016522066
2012-10-11,0.9881848023248514
2012-10-12,0.9859384519698883
2012-10-15,0.9932928672205451
2012-10-16,0.9936727440281591
2012-10-17,0.9965684774327697
2012-10-18,0.9841086779785907
2012-10-19,0.9768256392646072
2012-10-22,0.9863566889890569
2012-10-23,0.978739908648693
2012-10-24,1.0151577960387297
2012-10-25,1.0063876502497964
2012-10-26,0.9958376697731047
2012-10-31,0.995241998127312
2012-11-01,1.0060673080511615
2012-11-02,0.9983439091925408
2012-11-05,0.9972126808809431
2012-11-06,1.0045293519064726
2012-11-07,0.9774031664971125
2012-11-08,0.9604467352955525
2012-11-09,0.9541784618297442
2012-11-12,0.9597726645354602
2012-11-13,0.9660838081742659
2012-11-14,0.9764082467413906
2012-11-15,0.9742523513636656
2012-11-16,0.993013965225898
2012-11-19,1.0098351681346864
2012-11-20,1.0141050385714179
2012-11-21,1.028337565103272
2012-11-23,1.0352942842649269
2012-11-26,1.0496217767672185
2012-11-27,1.0469500198408985
2012-11-28,1.0552919287985396
2012-11-29,1.0698877519192553
2012-11-30,1.0783999661698302
2012-12-03,1.065672559819851
2012-12-04,1.0619943703521184
2012-12-05,1.0607485776666599
2012-12-06,1.0581639384912518
2012-12-07,1.0635267169706735
2012-12-10,1.0600308770400453
2012-12-11,1.0662782998938871
2012-12-12,1.0636796711872305
2012-12-13,1.0620384694357796
2012-12-14,1.0453215287301028
2012-12-17,1.0554581173414654
2012-12-18,1.0670357339148229
2012-12-19,1.0529285743736296
2012-12-20,1.0585550357077957
2012-12-21,1.0430854295168261
2012-12-24,1.0475918155652184
2012-12-26,1.0387816095223144
2012-12-27,1.035424598337762
2012-12-28,1.026261625562303
2012-12-31,1.0457331758429562
2012-12-31,1.0190997589908153
2013-01-02,1.0510314509507142
2013-01-03,1.0395867214301975
2013-01-04,1.0459212283068946
2013-01-07,1.046385105781175
2013-01-08,1.0415707023288152
2013-01-09,1.0515481407906953
2013-01-10,1.0632860549590377
2013-01-11,1.0638796561582111
2013-01-14,1.0541605464269912
2013-01-15,1.0501371502407313
2013-01-16,1.0528397986022755
2013-01-17,1.0598116039104981
2013-01-18,1.0579580033699922
2013-01-22,1.0696533426111865
2013-01-23,1.0780796209003944
2013-01-24,1.0724110422569202
2013-01-25,1.0744466411944333
2013-01-28,1.080512587094578
2013-01-29,1.0738580486732452
2013-01-30,1.0762027278987527
2013-01-31,1.0686675716435912
2013-02-01,1.0677186101375271
2013-02-04,1.0463665352470242
2013-02-05,1.0665013917331125
2013-02-06,1.0709690106418848
2013-02-07,1.072047862949283
2013-02-08,1.0772787605547056
2013-02-11,1.0713122395175898
2013-02-12,1.0611791045220753
2013-02-13,1.0641138431556765
2013-02-14,1.0656272077459676
2013-02-15,1.0675402519227166
2013-02-19,1.0734504317838724
2013-02-20,1.0565001272805903
2013-02-21,1.0373708544492943
2013-02-22,1.044819515843629
2013-02-25,1.0272670789963
2013-02-26,1.0460529702973775
2013-02-27,1.0487685887594778
2013-02-28,1.052696876945335
2013-03-01,1.057162840432519
2013-03-04,1.060364420833698
2013-03-05,1.0638388060521604
2013-03-06,1.0654277206844902
2013-03-07,1.0772718853724514
2013-03-08,1.076853043232988
2013-03-11,1.0818505010648416
2013-03-12,1.07528711096468
2013-03-13,1.068675834372176
2013-03-14,1.0705268825521541
2013-03-15,1.0661859081020841
2013-03-18,1.068897833028835
2013-03-19,1.0714470150156206
2013-03-20,1.068276412379672
2013-03-21,1.0682034687726667
2013-03-22,1.0706379196592029
2013-03-25,1.0665668312985521
2013-03-26,1.0739120584851276
2013-03-27,1.0772296187739716
2013-03-28,1.0732755863059145
2013-03-28,0.9963985466693125
2013-04-01,0.9974850360067068
2013-04-02,1.0107597845722966
2013-04-03,1.0107877523762447
2013-04-04,1.0198944618728747
2013-04-05,1.0161708355566899
2013-04-08,1.0210194269693396
2013-04-09,1.0194744147478372
2013-04-10,1.0343041192355882
2013-04-11,1.03988997030598
2013-04-12,1.0395952397448966
2013-04-15,1.0156847004937237
2013-04-16,1.0376884182137436
2013-04-17,1.0267546471298121
2013-04-18,1.005422839780052
2013-04-19,1.0173720847991465
2013-04-22,1.019388439128196
2013-04-23,1.0198853567918766
2013-04-24,1.0197805439960173
2013-04-25,1.023727050079492
2013-04-26,1.0300148211754108
2013-04-29,1.0383548628557338
2013-04-30,1.0466549098831246
2013-05-01,1.0390333212485772
2013-05-02,1.0531466384902082
2013-05-03,1.0528210458764635
2013-05-06,1.060824974625096
2013-05-07,1.0581858862330007
2013-05-08,1.068012965725283
2013-05-09,1.0644697516165118
2013-05-10,1.0646979954619806
2013-05-13,1.067097722150387
2013-05-14,1.070833269806004
2013-05-15,1.0692740779919343
2013-05-16,1.064252397807689
2013-05-17,1.0670849318000986
2013-05-20,1.0617719016479572
2013-05-21,1.0671296349731487
2013-05-22,1.063198212011634
2013-05-23,1.057740521999844
2013-05-24,1.0527507935010296
2013-05-28,1.0585390797005136
2013-05-29,1.0454749120449378
2013-05-30,1.059462500267734
2013-05-31,1.0450352348274943
2013-06-03,1.0464438608954176
2013-06-04,1.0371525043442138
2013-06-05,1.0191864165070028
2013-06-06,1.0274590609809646
2013-06-07,1.0423657453427828
2013-06-10,1.0495692753283974
2013-06-11,1.043573391837777
2013-06-12,1.0343915609325458
2013-06-13,1.0378447460200106
2013-06-14,1.0338916731330927
2013-06-17,1.0405989526867412
2013-06-18,1.0513129953713658
2013-06-19,1.0417626468124588
2013-06-20,1.017463680334278
2013-06-21,1.0243472535752158
2013-06-24,1.0140260135533832
2013-06-25,1.0189734389257339
2013-06-26,1.0287683198990956
2013-06-27,1.0379297052562857
2013-06-28,1.0418942220902379
2013-06-28,1.003898089603573
2013-07-01,1.007400415529427
2013-07-02,1.00616565621407
2013-07-03,1.0101789801590924
2013-07-05,1.0128650291484922
2013-07-08,1.0229263095017582
2013-07-09,1.0360159620219744
2013-07-10,1.0352748386369082
2013-07-11,1.043143410491638
2013-07-12,1.0463567655674924
2013-07-15,1.0486150179977933
2013-07-16,1.0432469156552955
2013-07-17,1.049579715589194
2013-07-18,1.0561768885794658
2013-07-19,1.0542795743161133
2013-07-22,1.0581342439019856
2013-07-23,1.0590090017345275
2013-07-24,1.0660577029461624
2013-07-25,1.1240880233294965
2013-07-26,1.1189662471935098
2013-07-29,1.1281603262740445
2013-07-30,1.1428813679611605
2013-07-31,1.1393303054034831
2013-08-01,1.1491775786790155
2013-08-02,1.1555171363550814
2013-08-05,1.164852040600092
2013-08-06,1.1604832346728373
2013-08-07,1.1550765461562895
2013-08-08,1.1586714582194861
2013-08-09,1.151304979992916
2013-08-12,1.1500923951622584
2013-08-13,1.1505780128362626
2013-08-14,1.140024922314085
2013-08-15,1.1239978367655497
2013-08-16,1.1291439522091975
2013-08-19,1.1327905057436938
2013-08-20,1.1329964426549417
2013-08-21,1.1274762019771591
2013-08-22,1.1316439989686948
2013-08-23,1.144887264857633
2013-08-26,1.1524371028619345
2013-08-27,1.1301966181375338
2013-08-28,1.140555282609955
2013-08-29,1.1462531858278053
2013-08-30,1.1411723775835863
2013-09-03,1.14564314896024
2013-09-04,1.155262384889074
2013-09-05,1.1554156169168772
2013-09-06,1.1626166335028667
2013-09-09,1.170989865052763
2013-09-10,1.1721751028262313
2013-09-11,1.1787940566518418
2013-09-12,1.1776529336293382
2013-09-13,1.1729587501273953
2013-09-16,1.1639969913779695
2013-09-17,1.178032651998146
2013-09-18,1.1910214201903826
2013-09-19,1.1935161510721655
2013-09-20,1.1938638971659057
2013-09-23,1.1902316012604264
2013-09-24,1.1971626958502148
2013-09-25,1.195731001538653
2013-09-26,1.206386368202726
2013-09-27,1.2057221267269378
2013-09-30,1.1940365405165627
2013-09-30,0.990565531805918
2013-10-01,0.998347560112323
2013-10-02,0.9961904774676732
2013-10-03,0.9867241529594191
2013-10-04,0.9949224093214931
2013-10-07,0.9880282391939975
2013-10-08,0.969292101023775
2013-10-09,0.9678970829231098
2013-10-10,0.9934186214721359
2013-10-11,0.9975751996111979
2013-10-14,1.002396462857862
2013-10-15,0.9959700538869395
2013-10-16,1.0087516057681911
2013-10-17,1.0114075817183015
2013-10-18,1.0191022272720784
2013-10-21,1.01814348980742
2013-10-22,1.01732873841928
2013-10-23,1.0143230645215044
2013-10-24,1.0207265441384181
2013-10-25,1.0169190761060123
2013-10-28,1.011681168643632
2013-10-29,1.0149348249831145
2013-10-30,1.0149030110269754
2013-10-31,1.0190754755170701
2013-11-01,1.0147858140785624
2013-11-04,1.010112048439745
2013-11-05,1.0154552081706658
2013-11-06,1.0168716283774402
2013-11-07,1.00275292658932
2013-11-08,1.0085042931743045
2013-11-11,1.0013053261337046
2013-11-12,1.0046173726939314
2013-11-13,1.0241136169551497
2013-11-14,1.0332796640473696
2013-11-15,1.0376304257988107
2013-11-18,1.0209707357358657
2013-11-19,1.0261295631075442
2013-11-20,1.0235693592081185
2013-11-21,1.0322212355649218
2013-11-22,1.0295961670916864
2013-11-25,1.027594445634763
2013-11-26,1.0374951304033604
2013-11-27,1.044526880763924
2013-11-29,1.048877057347473
2013-12-02,1.0434603994082112
2013-12-03,1.0424593965037183
2013-12-04,1.0507309081131102
2013-12-05,1.0450782126541256
2013-12-06,1.0522044866394396
2013-12-09,1.057203573333829
2013-12-10,1.0579397134730275
2013-12-11,1.0507850184067715
2013-12-12,1.0518514475333156
2013-12-13,1.0565975256489555
2013-12-16,1.0617610094898
2013-12-17,1.0617937473190424
2013-12-18,1.0797977041052922
2013-12-19,1.0756409656422332
2013-12-20,1.0804300582800856
2013-12-23,1.1005996269890865
2013-12-24,1.100679737401923
2013-12-26,1.1055301844821004
2013-12-27,1.0970085351117396
2013-12-30,1.0917038058761612
2013-12-31,1.1010685010345436
2013-12-31,1.0086102810032422
2014-01-02,1.0031674845127492
2014-01-03,1.000699003431925
2014-01-06,1.0071766065731425
2014-01-07,1.0159406420782242
2014-01-08,1.0153272425199515
2014-01-09,1.0095284178877788
2014-01-10,1.0118601401439073
2014-01-13,0.9961736226186494
2014-01-14,1.0079706523181426
2014-01-15,1.012830516800256
2014-01-16,1.0070681500679712
2014-01-17,0.9975273255916899
2014-01-21,1.0103879506946474
2014-01-22,1.0074359741556753
2014-01-23,1.0005225566404927
2014-01-24,0.979533209904384
2014-01-27,0.9745551762703917
2014-01-28,0.9743641190243274
2014-01-29,0.9551753011785922
2014-01-30,0.9891142789365418
2014-01-31,0.9924312128651777
2014-02-03,0.9738675709302689
2014-02-04,0.9801059297564745
2014-02-05,0.9817295646322896
2014-02-06,0.9890264435223682
2014-02-07,0.9999650977871491
2014-02-10,0.9986048281171103
2014-02-11,1.0084183449856585
2014-02-12,1.0070446596972933
2014-02-13,1.0220324864136803
2014-02-14,1.0287657986084282
2014-02-18,1.0211713470824615
2014-02-19,1.01438483629369
2014-02-20,1.0226437425250183
2014-02-21,1.0192968586457305
2014-02-24,1.034110148851453
2014-02-25,1.0404476957191289
2014-02-26,1.0421236492109178
2014-02-27,1.0455887551775562
2014-02-28,1.047307771133308
2014-03-03,1.0422307632731675
2014-03-04,1.055012237663923
2014-03-05,1.0656115857706656
2014-03-06,1.0618264125960568
2014-03-07,1.0587759673408834
2014-03-10,1.0662721295849555
2014-03-11,1.0597285312662117
2014-03-12,1.060231471122776
2014-03-13,1.041996129827785
2014-03-14,1.036015876733827
2014-03-17,1.0447212499729686
2014-03-18,1.0521262157387854
2014-03-19,1.0517630023042013
2014-03-20,1.0546254999805569
2014-03-21,1.0552891867977134
2014-03-24,1.0421644100857164
2014-03-25,1.0456363454445647
2014-03-26,1.0276592665340554
2014-03-27,1.0273959914698905
2014-03-28,1.0261859593825948
2014-03-31,1.027791988013456
2014-03-31,1.0016331067550353
2014-04-01,1.0110083516111805
2014-04-02,1.0121555274442966
2014-04-03,0.9991721259896
2014-04-04,0.9824642804230854
2014-04-07,0.9764810921075685
2014-04-08,0.9830249910424985
2014-04-09,1.0038144460797729
2014-04-10,0.9824860037624421
2014-04-11,0.9711135066350911
2014-04-14,0.9758679933445531
2014-04-15,0.9849978539998481
2014-04-16,0.98967699818042
2014-04-17,0.9841856715076182
2014-04-21,0.9937973436165267
2014-04-22,1.007754008945724
2014-04-23,0.9962105669691899
2014-04-24,1.0087282048472115
2014-04-25,0.9951880334021735
2014-04-28,0.9932270925268423
2014-04-29,0.9969736008206312
2014-04-30,1.002455724657879
2014-05-01,1.0066662577220225
2014-05-02,1.0059022709899959
2014-05-05,1.0066507518783918
2014-05-06,0.9890040994933588
2014-05-07,0.990797599799481
2014-05-08,0.986174183977434
2014-05-09,0.9903204855819959
2014-05-12,1.005801432126223
2014-05-13,1.004914818748469
2014-05-14,0.9957439209935247
2014-05-15,0.985660887278493
2014-05-16,0.9929926694252124
2014-05-19,0.9972145083941307
2014-05-20,0.9977881266475216
2014-05-21,1.0096429925840908
2014-05-22,1.0128146513539795
2014-05-23,1.0196521562026528
2014-05-27,1.0346315248438402
2014-05-28,1.0317551748456995
2014-05-29,1.0373937904812942
2014-05-30,1.0382037626758434
2014-06-02,1.0379229920999882
2014-06-03,1.0394989373716257
2014-06-04,1.042523374697629
2014-06-05,1.0428582310019185
2014-06-06,1.0425445281356427
2014-06-09,1.045912815372836
2014-06-10,1.057520347152491
2014-06-11,1.052533257226205
2014-06-12,1.0387357523843683
2014-06-13,1.0364649634258336
2014-06-16,1.0371588000935061
2014-06-17,1.0439428995187692
2014-06-18,1.0566986852925047
2014-06-19,1.0552303290389493
2014-06-20,1.0548801771667051
2014-06-23,1.0609088658614518
2014-06-24,1.0611398557537979
2014-06-25,1.070016601858124
2014-06-26,1.0703491958090936
2014-06-27,1.0744344269980823
2014-06-30,1.0743585967178741
2014-06-30,0.9999837598658896
2014-07-01,1.0068206903736927
2014-07-02,1.0043592190433435
2014-07-03,1.0067323616308543
2014-07-07,1.000883669755654
2014-07-08,0.9867950453072863
2014-07-09,0.9956914172436724
2014-07-10,0.9904048958751223
2014-07-11,0.9961784122831652
2014-07-14,1.0074131345009103
2014-07-15,1.0040146760096287
2014-07-16,1.00296715899492
2014-07-17,0.997240718522601
2014-07-18,1.0120772094373767
2014-07-21,1.0118624613599128
2014-07-22,1.0113827091037544
2014-07-23,1.0195013690531973
2014-07-24,1.0309352937848295
2014-07-25,1.0294790324723038
2014-07-28,1.0304175756083853
2014-07-29,1.020829826108417
2014-07-30,1.0205705519368162
2014-07-31,1.0018816675707412
2014-08-01,0.9976440707228984
2014-08-04,1.0041085919429924
2014-08-05,0.9969558653990777
2014-08-06,1.0032004314848708
2014-08-07,0.9974733672424714
2014-08-08,1.0064507346990499
2014-08-11,1.0103466437792992
2014-08-12,1.0095128537583364
2014-08-13,1.019051723873956
2014-08-14,1.0251043802491313
2014-08-15,1.0257376146179396
2014-08-18,1.0349079273372548
2014-08-19,1.0547066775652
2014-08-20,1.0608967593240506
2014-08-21,1.0647881830061585
2014-08-22,1.0636607088247472
2014-08-25,1.0683990415653213
2014-08-26,1.0742162364360526
2014-08-27,1.0739681019892768
2014-08-28,1.0729521009470482
2014-08-29,1.0804287504067787
2014-09-02,1.0814146459867275
2014-09-03,1.069235844551883
2014-09-04,1.072802394872342
2014-09-05,1.0836844911976182
2014-09-08,1.0838983707717122
2014-09-09,1.0749219502290768
2014-09-10,1.0816554733191357
2014-09-11,1.0840010353994698
2014-09-12,1.0778057422920864
2014-09-15,1.0708092905371371
2014-09-16,1.0803643427627834
2014-09-17,1.085108000541515
2014-09-18,1.0929118630004806
2014-09-19,1.0974791318550587
2014-09-22,1.0934765598964957
2014-09-23,1.0938313436615523
2014-09-24,1.1042955053963657
2014-09-25,1.0844006077056316
2014-09-26,1.0985716693710306
2014-09-29,1.0985938442295093
2014-09-30,1.0978064468563893
2014-09-30,0.9993308606904673
2014-10-01,0.9860906655108708
2014-10-02,0.9914241467891609
2014-10-03,1.0007699479905074
2014-10-06,1.0016316901854765
2014-10-07,0.9928835157538249
2014-10-08,1.0111814020290968
2014-10-09,0.995747694071623
2014-10-10,0.9880228522738966
2014-10-13,0.9766876020455127
2014-10-14,0.9727409899233632
2014-10-15,0.958538016723847
2014-10-16,0.9618877721370889
2014-10-17,0.9810700567492143
2014-10-20,0.9936396713364789
2014-10-21,1.0008296931018519
2014-10-22,0.9958267941150201
2014-10-23,1.0100146364198275
2014-10-24,1.0148962029684983
2014-10-27,1.014265329270698
2014-10-28,1.0213754050572246
2014-10-29,1.0121588779061526
2014-10-30,1.0139973824566126
2014-10-31,1.0226291660982167
2014-11-03,1.0165532275104037
2014-11-04,1.0207424236601306
2014-11-05,1.0213559994896468
2014-11-06,1.0270741051080283
2014-11-07,1.0252395160410614
